% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.479612878e+01 -8.775387122e+01 -8.775387122e+01 -3.1496e-01 +9.8225e-01
2 0 +4.713875025e+00 -9.783612497e+01 -9.783612497e+01 -1.3688e+00 +1.0020e+00
4 0 +2.044757725e-01 -1.023455242e+02 -1.023455242e+02 +1.9913e-01 +7.8679e-01
9 0 +5.236738370e-02 -1.024976326e+02 -1.024976326e+02 -1.7768e-01 +9.4904e-02
152 0 +4.458334505e-02 -1.025054167e+02 -1.025054167e+02 +1.2845e+00 -4.5163e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.963794963e+01 +9.132794963e+01 +9.132794963e+01 +2.2363e+00 -4.7237e-01
2 0 +1.199837183e+01 +8.368837183e+01 +8.368837183e+01 +2.5773e+00 -1.0912e+00
10 0 +1.120196388e+01 +8.289196388e+01 +8.289196388e+01 +2.8446e+00 -1.3394e-01
12 0 +8.553912556e-01 +7.254539126e+01 +7.254539126e+01 -3.8649e-01 -2.4716e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.486407292e+01 +2.288740729e+02 +2.288740729e+02 -1.1432e+00 +4.2898e-01
2 0 +1.100898057e+00 +2.151108981e+02 +2.151108981e+02 +1.8083e+00 +7.0674e-02
7 0 +1.008993874e-01 +2.141108994e+02 +2.141108994e+02 +1.2552e-01 +1.0524e-01
18 0 +8.036853416e-02 +2.140903685e+02 +2.140903685e+02 -1.0954e+00 -1.2504e+00
29 0 +1.307401271e-02 +2.140230740e+02 +2.140230740e+02 -5.6564e-02 +2.9578e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.848000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.639194101e+01 -3.208805899e+01 -3.208805899e+01 -3.7426e-01 -2.3737e+00
2 0 +4.604997639e+00 -5.387500236e+01 -5.387500236e+01 -1.5362e+00 -1.2710e+00
5 0 +2.771079328e+00 -5.570892067e+01 -5.570892067e+01 +2.9684e+00 -1.4814e-01
18 0 +1.973773676e+00 -5.650622632e+01 -5.650622632e+01 +1.9446e+00 +1.9245e+00
51 0 +7.809870814e-01 -5.769901292e+01 -5.769901292e+01 +2.9720e+00 -8.1701e-01
64 0 +3.142379808e-02 -5.844857620e+01 -5.844857620e+01 -1.3011e-01 +3.3781e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.130800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.337625224e+00 -6.047423748e+02 -6.047423748e+02 +1.0593e+00 -1.2281e+00
3 0 +2.904768065e+00 -6.101752319e+02 -6.101752319e+02 -1.4244e+00 -9.5192e-01
6 0 +1.085053948e+00 -6.119949461e+02 -6.119949461e+02 -8.1368e-01 +2.7223e+00
21 0 +8.028802421e-01 -6.122771198e+02 -6.122771198e+02 -1.4082e+00 -1.6274e+00
102 0 +7.520405681e-01 -6.123279594e+02 -6.123279594e+02 -1.6076e+00 +6.6056e-01
112 0 +3.158795879e-01 -6.127641204e+02 -6.127641204e+02 -1.3204e+00 +3.9258e-01
183 0 +2.678627739e-01 -6.128121372e+02 -6.128121372e+02 -1.8516e-02 -2.2003e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.573300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.805579588e+01 -1.392742041e+02 -1.392742041e+02 -1.5076e-01 +4.1492e-01
2 0 +1.164427172e+00 -1.561655728e+02 -1.561655728e+02 -2.1099e-01 -1.1435e+00
7 0 +9.605104885e-01 -1.563694895e+02 -1.563694895e+02 -6.4697e-02 -1.2922e+00
20 0 +1.811517581e-01 -1.571488482e+02 -1.571488482e+02 +7.9939e-01 +1.4446e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.738000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.745384747e+00 -5.163461525e+01 -5.163461525e+01 +1.3278e-01 +5.0326e-01
4 0 +2.358173230e+00 -5.502182677e+01 -5.502182677e+01 +4.8584e-01 -2.2660e+00
18 0 +1.990152522e+00 -5.538984748e+01 -5.538984748e+01 -1.8940e+00 +2.4403e+00
32 0 +3.611941259e-01 -5.701880587e+01 -5.701880587e+01 +1.3479e+00 +1.0295e+00
133 0 +3.257569658e-01 -5.705424303e+01 -5.705424303e+01 +7.2192e-01 +1.3841e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.301100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.849844305e+01 +3.586084430e+02 +3.586084430e+02 -2.2435e+00 +1.1391e-01
