% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.760670686e+09 +2.760670065e+09 +2.760670065e+09
2 0 +2.553978127e+09 +2.553977506e+09 +2.553977506e+09
3 0 +1.031452895e+09 +1.031452274e+09 +1.031452274e+09
14 0 +7.464693003e+08 +7.464686792e+08 +7.464686792e+08
37 0 +6.940371781e+08 +6.940365570e+08 +6.940365570e+08
95 0 +4.269965801e+08 +4.269959590e+08 +4.269959590e+08
551 0 +3.813216369e+08 +3.813210158e+08 +3.813210158e+08
737 0 +3.679246055e+08 +3.679239844e+08 +3.679239844e+08
791 0 +3.495704880e+08 +3.495698669e+08 +3.495698669e+08
895 0 +2.746146488e+08 +2.746140277e+08 +2.746140277e+08
1095 0 +2.559507320e+08 +2.559501109e+08 +2.559501109e+08
1159 0 +2.462575979e+08 +2.462569768e+08 +2.462569768e+08
1295 0 +2.325333148e+08 +2.325326937e+08 +2.325326937e+08
1319 0 +1.996675351e+08 +1.996669140e+08 +1.996669140e+08
1393 0 +1.952398624e+08 +1.952392413e+08 +1.952392413e+08
1455 0 +1.715076760e+08 +1.715070549e+08 +1.715070549e+08
1605 0 +1.643753936e+08 +1.643747724e+08 +1.643747724e+08
1665 0 +1.448464068e+08 +1.448457856e+08 +1.448457856e+08
1723 0 +1.329292250e+08 +1.329286039e+08 +1.329286039e+08
1799 0 +1.278906593e+08 +1.278900381e+08 +1.278900381e+08
1889 0 +1.127613669e+08 +1.127607458e+08 +1.127607458e+08
2119 0 +1.050035089e+08 +1.050028878e+08 +1.050028878e+08
2201 0 +9.916505902e+07 +9.916443791e+07 +9.916443791e+07
2281 0 +9.350136683e+07 +9.350074572e+07 +9.350074572e+07
2373 0 +9.036330035e+07 +9.036267924e+07 +9.036267924e+07
2479 0 +8.572003744e+07 +8.571941633e+07 +8.571941633e+07
2493 0 +8.448087483e+07 +8.448025372e+07 +8.448025372e+07
2569 0 +6.559107989e+07 +6.559045878e+07 +6.559045878e+07
2597 0 +6.430606321e+07 +6.430544210e+07 +6.430544210e+07
2637 0 +5.960010161e+07 +5.959948050e+07 +5.959948050e+07
2729 0 +4.518539238e+07 +4.518477127e+07 +4.518477127e+07
3061 0 +4.299037591e+07 +4.298975480e+07 +4.298975480e+07
3341 0 +3.894900578e+07 +3.894838467e+07 +3.894838467e+07
3593 0 +3.843511890e+07 +3.843449779e+07 +3.843449779e+07
3597 0 +2.607533236e+07 +2.607471125e+07 +2.607471125e+07
3991 0 +2.448798639e+07 +2.448736528e+07 +2.448736528e+07
