% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.751428390e+00 +8.123142839e+01 +8.123142839e+01 -9.1912e-01 -1.7716e+00
8 0 +1.128428740e+00 +8.060842874e+01 +8.060842874e+01 -3.3018e-01 -2.0448e+00
29 0 +1.823368448e-01 +7.966233684e+01 +7.966233684e+01 -1.4885e-01 -1.3018e+00
329 0 +1.246139580e-01 +7.960461396e+01 +7.960461396e+01 -7.0910e-02 -1.2976e+00
351 0 +2.913487909e-02 +7.950913488e+01 +7.950913488e+01 +3.7976e-01 -1.0427e+00
363 0 +1.814655506e-02 +7.949814656e+01 +7.949814656e+01 +1.5162e-01 -1.2457e+00
627 0 +9.461616151e-03 +7.948946162e+01 +7.948946162e+01 +3.1284e-01 -1.0803e+00
703 0 +5.196908655e-03 +7.948519691e+01 +7.948519691e+01 +2.7260e-01 -1.0875e+00
733 0 +4.557532498e-03 +7.948455753e+01 +7.948455753e+01 +2.4367e-01 -1.0899e+00
807 0 +1.493664444e-03 +7.948149366e+01 +7.948149366e+01 +2.5563e-01 -1.1183e+00
871 0 +6.739287373e-04 +7.948067393e+01 +7.948067393e+01 +2.6525e-01 -1.1796e+00
977 0 +1.730462181e-04 +7.948017305e+01 +7.948017305e+01 +2.5576e-01 -1.1440e+00
1057 0 +1.081915367e-05 +7.948001082e+01 +7.948001082e+01 +2.5576e-01 -1.1554e+00
1257 0 +2.173693204e-06 +7.948000217e+01 +7.948000217e+01 +2.5246e-01 -1.1554e+00
1417 0 +2.024203823e-06 +7.948000202e+01 +7.948000202e+01 +2.5246e-01 -1.1582e+00
1659 0 +1.211232274e-06 +7.948000121e+01 +7.948000121e+01 +2.5245e-01 -1.1578e+00
1787 0 +9.818537592e-07 +7.948000098e+01 +7.948000098e+01 +2.5379e-01 -1.1568e+00
1811 0 +3.910735842e-07 +7.948000039e+01 +7.948000039e+01 +2.5285e-01 -1.1574e+00
1891 0 +2.055259785e-07 +7.948000021e+01 +7.948000021e+01 +2.5285e-01 -1.1563e+00
2007 0 +4.155769773e-08 +7.948000004e+01 +7.948000004e+01 +2.5268e-01 -1.1566e+00
2141 0 +1.075251532e-08 +7.948000001e+01 +7.948000001e+01 +2.5290e-01 -1.1568e+00
2263 0 +1.032269381e-08 +7.948000001e+01 +7.948000001e+01 +2.5287e-01 -1.1567e+00
2291 0 +3.459135201e-09 +7.948000000e+01 +7.948000000e+01 +2.5285e-01 -1.1568e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.305193625e+01 +4.375319363e+02 +4.375319363e+02 +8.1845e-01 +1.6707e+00
2 0 +4.044510263e+01 +4.349251026e+02 +4.349251026e+02 -3.2860e-01 +2.3728e+00
3 0 +5.587608319e+00 +4.000676083e+02 +4.000676083e+02 -1.8110e+00 -3.9997e+00
7 0 +2.204785375e+00 +3.966847854e+02 +3.966847854e+02 -2.9803e+00 -4.0574e+00
73 0 +1.024538330e+00 +3.955045383e+02 +3.955045383e+02 -2.9803e+00 -2.4643e+00
83 0 +2.002022571e-01 +3.946802023e+02 +3.946802023e+02 -3.5983e+00 -3.2222e+00
163 0 +1.152245966e-01 +3.945952246e+02 +3.945952246e+02 -3.8269e+00 -3.2222e+00
369 0 +9.699335942e-02 +3.945769934e+02 +3.945769934e+02 -3.6051e+00 -2.9951e+00
375 0 +8.592934176e-02 +3.945659293e+02 +3.945659293e+02 -3.7319e+00 -2.6492e+00
449 0 +3.927511554e-02 +3.945192751e+02 +3.945192751e+02 -3.7301e+00 -2.9951e+00
569 0 +3.701114330e-02 +3.945170111e+02 +3.945170111e+02 -3.7301e+00 -2.9836e+00
603 0 +1.229120196e-02 +3.944922912e+02 +3.944922912e+02 -3.8269e+00 -2.9751e+00
709 0 +5.508861772e-03 +3.944855089e+02 +3.944855089e+02 -3.9533e+00 -2.9404e+00
823 0 +2.297022017e-03 +3.944822970e+02 +3.944822970e+02 -3.8773e+00 -2.8474e+00
843 0 +1.203040925e-03 +3.944812030e+02 +3.944812030e+02 -3.9179e+00 -2.9191e+00
953 0 +1.145153923e-04 +3.944801145e+02 +3.944801145e+02 -3.9017e+00 -2.9006e+00
1261 0 +6.724474878e-05 +3.944800672e+02 +3.944800672e+02 -3.8926e+00 -2.8962e+00
1325 0 +1.226387070e-05 +3.944800123e+02 +3.944800123e+02 -3.9001e+00 -2.8873e+00
1591 0 +9.983639188e-06 +3.944800100e+02 +3.944800100e+02 -3.8961e+00 -2.8926e+00
