% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.454791622e+01 +9.402791622e+01 +9.402791622e+01 -1.4934e+00 -1.6527e+00 +2.6305e+00
3 0 +1.194711107e+01 +9.142711107e+01 +9.142711107e+01 -1.9864e+00 +1.4582e+00 -4.1595e-01
4 0 +6.743838457e+00 +8.622383846e+01 +8.622383846e+01 -8.9853e-01 +5.1595e-01 +8.9470e-01
6 0 +1.786589668e+00 +8.126658967e+01 +8.126658967e+01 -1.0010e+00 -1.0561e+00 -1.1760e+00
91 0 +1.440923775e+00 +8.092092378e+01 +8.092092378e+01 -5.9437e-01 -4.3931e-01 -2.6745e-01
215 0 +1.301039767e+00 +8.078103977e+01 +8.078103977e+01 -7.3563e-01 -1.3014e+00 -1.2746e+00
231 0 +2.539386984e-01 +7.973393870e+01 +7.973393870e+01 +4.5144e-01 -1.0561e+00 -1.1760e+00
271 0 +5.232978674e-02 +7.953232979e+01 +7.953232979e+01 +4.5144e-01 -1.0561e+00 -7.7623e-01
613 0 +4.665847641e-02 +7.952665848e+01 +7.952665848e+01 +4.6840e-01 -1.1663e+00 -7.3320e-01
677 0 +3.811072034e-02 +7.951811072e+01 +7.951811072e+01 +4.2569e-01 -1.2461e+00 -7.3988e-01
695 0 +3.381094518e-02 +7.951381095e+01 +7.951381095e+01 +3.6000e-01 -1.3014e+00 -7.6146e-01
711 0 +1.757157091e-02 +7.949757157e+01 +7.949757157e+01 +1.9694e-01 -1.0561e+00 -7.8962e-01
831 0 +1.486578697e-02 +7.949486579e+01 +7.949486579e+01 +1.9694e-01 -1.2431e+00 -7.8962e-01
863 0 +4.772604415e-03 +7.948477260e+01 +7.948477260e+01 +2.5463e-01 -1.2239e+00 -7.4023e-01
943 0 +3.850888267e-04 +7.948038509e+01 +7.948038509e+01 +2.5463e-01 -1.1459e+00 -7.4023e-01
1221 0 +2.972492549e-04 +7.948029725e+01 +7.948029725e+01 +2.6924e-01 -1.1614e+00 -7.2168e-01
1293 0 +2.212220513e-04 +7.948022122e+01 +7.948022122e+01 +2.4604e-01 -1.1663e+00 -7.3320e-01
1333 0 +1.759071456e-04 +7.948017591e+01 +7.948017591e+01 +2.4604e-01 -1.1500e+00 -7.3320e-01
1381 0 +7.274833682e-05 +7.948007275e+01 +7.948007275e+01 +2.4603e-01 -1.1614e+00 -7.2168e-01
1421 0 +3.037579665e-05 +7.948003038e+01 +7.948003038e+01 +2.5468e-01 -1.1614e+00 -7.2168e-01
1541 0 +2.906583507e-05 +7.948002907e+01 +7.948002907e+01 +2.5468e-01 -1.1614e+00 -7.2602e-01
1561 0 +4.066306914e-06 +7.948000407e+01 +7.948000407e+01 +2.5221e-01 -1.1550e+00 -7.2344e-01
1961 0 +3.724929442e-06 +7.948000372e+01 +7.948000372e+01 +2.5285e-01 -1.1550e+00 -7.2344e-01
2145 0 +1.776962108e-06 +7.948000178e+01 +7.948000178e+01 +2.5237e-01 -1.1569e+00 -7.2274e-01
2305 0 +2.015599421e-07 +7.948000020e+01 +7.948000020e+01 +2.5237e-01 -1.1569e+00 -7.2396e-01
2511 0 +9.947416402e-08 +7.948000010e+01 +7.948000010e+01 +2.5305e-01 -1.1567e+00 -7.2384e-01
2591 0 +4.242460250e-08 +7.948000004e+01 +7.948000004e+01 +2.5287e-01 -1.1567e+00 -7.2384e-01
2645 0 +5.496403332e-09 +7.948000001e+01 +7.948000001e+01 +2.5286e-01 -1.1568e+00 -7.2396e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.744710888e+00 +3.972247109e+02 +3.972247109e+02 -4.0861e+00 -4.5274e+00 -3.9750e+00
205 0 +1.779928126e+00 +3.962599281e+02 +3.962599281e+02 -3.2298e+00 -3.4554e+00 -2.7956e+00
243 0 +1.573359332e+00 +3.960533593e+02 +3.960533593e+02 -4.3189e+00 -3.0095e+00 -2.6267e+00
245 0 +7.662217885e-01 +3.952462218e+02 +3.952462218e+02 -3.2298e+00 -3.4554e+00 -3.8002e+00
285 0 +4.561970804e-01 +3.949361971e+02 +3.949361971e+02 -4.2685e+00 -3.4554e+00 -3.8002e+00
355 0 +3.694015732e-01 +3.948494016e+02 +3.948494016e+02 -4.3952e+00 -2.8231e+00 -3.4587e+00
391 0 +1.589464481e-01 +3.946389464e+02 +3.946389464e+02 -3.7702e+00 -2.5208e+00 -3.7254e+00
495 0 +1.448302825e-01 +3.946248303e+02 +3.946248303e+02 -4.2562e+00 -2.8872e+00 -3.6727e+00
569 0 +7.755118527e-02 +3.945575512e+02 +3.945575512e+02 -3.8476e+00 -3.0458e+00 -3.5769e+00
627 0 +4.752136316e-02 +3.945275214e+02 +3.945275214e+02 -4.0116e+00 -2.8416e+00 -3.9822e+00
685 0 +2.463743844e-02 +3.945046374e+02 +3.945046374e+02 -3.8881e+00 -3.0470e+00 -3.8002e+00
757 0 +2.146429355e-02 +3.945014643e+02 +3.945014643e+02 -3.7539e+00 -2.9119e+00 -3.7908e+00
791 0 +1.490457306e-02 +3.944949046e+02 +3.944949046e+02 -3.8354e+00 -2.9737e+00 -3.8656e+00
825 0 +5.482193752e-03 +3.944854822e+02 +3.944854822e+02 -3.9281e+00 -2.9535e+00 -3.7776e+00
907 0 +4.890835531e-03 +3.944848908e+02 +3.944848908e+02 -3.8331e+00 -2.8979e+00 -3.7786e+00
975 0 +1.550702626e-03 +3.944815507e+02 +3.944815507e+02 -3.8704e+00 -2.8773e+00 -3.8268e+00
997 0 +1.090576588e-03 +3.944810906e+02 +3.944810906e+02 -3.8762e+00 -2.9119e+00 -3.7908e+00
1215 0 +1.022628194e-03 +3.944810226e+02 +3.944810226e+02 -3.9144e+00 -2.8773e+00 -3.8268e+00
1305 0 +7.520060312e-04 +3.944807520e+02 +3.944807520e+02 -3.9091e+00 -2.8667e+00 -3.8112e+00
