% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.853106406e+02 +1.685310641e+03 +1.685310641e+03 +7.1679e-02 +2.6293e+00 -4.8064e+00 +3.0328e+00 +4.0797e+00 -1.4708e+00 +2.9749e+00 -2.1117e-01 -1.8317e-01 +3.5493e-01
3 0 +6.441594489e+02 +1.644159449e+03 +1.644159449e+03 -1.9928e+00 -4.5940e+00 -3.6130e-01 +3.3194e-01 -9.7435e-01 +6.4136e-01 +7.1102e-01 +2.9923e+00 -1.7364e+00 -1.6025e+00
6 0 +3.876003558e+02 +1.387600356e+03 +1.387600356e+03 -4.6714e+00 +8.9030e-01 +1.6123e+00 +4.5101e+00 +2.3709e-02 -4.4846e+00 -1.5650e+00 -4.3267e+00 +2.9025e+00 -6.8575e-01
49 0 +2.429030760e+02 +1.242903076e+03 +1.242903076e+03 -2.5269e+00 +1.7435e+00 +4.1737e+00 +2.9894e+00 -1.7315e+00 -2.4871e+00 -1.4497e+00 +3.8255e+00 -2.9605e+00 -2.7837e+00
89 0 +1.902213039e+02 +1.190221304e+03 +1.190221304e+03 +6.0979e-01 +1.7435e+00 +1.9655e+00 +2.9894e+00 -1.7315e+00 -3.1505e+00 -1.3591e+00 +3.8255e+00 -2.9605e+00 -1.5366e+00
193 0 +1.422622602e+02 +1.142262260e+03 +1.142262260e+03 -2.1282e+00 +3.5610e+00 +1.8033e+00 +5.0000e+00 +1.9678e+00 -3.1418e+00 -1.1352e+00 +4.6455e-02 -4.8005e+00 +4.2668e-01
385 0 +1.273811667e+02 +1.127381167e+03 +1.127381167e+03 -2.5661e+00 +1.7444e+00 +1.0178e+00 +4.8370e+00 -3.6518e-01 -3.2610e+00 -1.3935e+00 +4.3216e-01 -5.2717e-01 -2.1809e+00
773 0 +1.057826228e+02 +1.105782623e+03 +1.105782623e+03 -2.4898e+00 +3.0271e+00 +3.3490e+00 +2.0969e+00 +1.4807e+00 -3.3692e+00 -1.3752e+00 +7.9882e-01 -4.1099e+00 -4.7958e-01
929 0 +9.764124487e+01 +1.097641245e+03 +1.097641245e+03 -3.4823e+00 +3.1684e+00 +1.3582e+00 +3.1689e+00 +1.3773e-01 -2.8990e+00 -1.7041e+00 +7.1156e-01 -2.9942e+00 -1.3476e+00
961 0 +7.812793760e+01 +1.078127938e+03 +1.078127938e+03 -1.5532e+00 +3.0858e+00 +1.8568e+00 +3.1689e+00 +1.5275e+00 -1.9699e+00 -1.8034e+00 -3.0491e-01 -2.8764e+00 -6.2528e-01
