% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.026701746e+02 +8.326401746e+02 +8.326401746e+02 +3.2742e+00 -3.6645e+00
2 0 +2.919896009e+02 +3.219596009e+02 +3.219596009e+02 +4.4340e-01 +4.1614e-01
23 0 +2.550277617e+02 +2.849977617e+02 +2.849977617e+02 +4.5469e-01 +3.8433e-02
24 0 +2.286836900e+02 +2.586536900e+02 +2.586536900e+02 +4.8980e-01 -1.5508e-01
37 0 +1.753583393e+02 +2.053283393e+02 +2.053283393e+02 +6.8221e-01 -1.8792e-01
40 0 +1.641894361e+02 +1.941594361e+02 +1.941594361e+02 +6.9859e-01 -2.6723e-01
52 0 +9.212361313e+01 +1.220936131e+02 +1.220936131e+02 +1.5291e+00 -7.3764e-01
56 0 +2.601061339e+01 +5.598061339e+01 +5.598061339e+01 +1.2844e+00 -9.5262e-02
66 0 +1.819512530e+01 +4.816512530e+01 +4.816512530e+01 +1.3181e+00 -8.3690e-02
68 0 +7.537358752e+00 +3.750735875e+01 +3.750735875e+01 +1.3606e+00 -1.7400e-01
164 0 +6.990879128e+00 +3.696087913e+01 +3.696087913e+01 +1.4778e+00 +2.7121e-01
209 0 +6.330040464e+00 +3.630004046e+01 +3.630004046e+01 +1.4638e+00 +2.2128e-01
235 0 +6.282265772e+00 +3.625226577e+01 +3.625226577e+01 +1.4743e+00 +2.5262e-01
304 0 +6.023530287e+00 +3.599353029e+01 +3.599353029e+01 +1.4771e+00 +2.5395e-01
375 0 +5.729813176e+00 +3.569981318e+01 +3.569981318e+01 +1.4361e+00 +1.3038e-01
387 0 +5.097958758e+00 +3.506795876e+01 +3.506795876e+01 +1.3814e+00 -4.4063e-02
404 0 +4.484991595e+00 +3.445499160e+01 +3.445499160e+01 +1.3472e+00 -1.7816e-01
416 0 +3.729402349e+00 +3.369940235e+01 +3.369940235e+01 +1.2016e+00 -6.1559e-01
429 0 +1.211137262e+00 +3.118113726e+01 +3.118113726e+01 +1.1239e+00 -8.8993e-01
476 0 +2.397623985e-01 +3.020976240e+01 +3.020976240e+01 +8.5437e-01 -1.7662e+00
587 0 +2.024156330e-01 +3.017241563e+01 +3.017241563e+01 +8.4348e-01 -1.8022e+00
598 0 +1.644475290e-02 +2.998644475e+01 +2.998644475e+01 +8.9049e-01 -1.6515e+00
630 0 +1.900518274e-03 +2.997190052e+01 +2.997190052e+01 +8.8364e-01 -1.6740e+00
836 0 +3.669205728e-05 +2.997003669e+01 +2.997003669e+01 +8.7355e-01 -1.7068e+00
936 0 +3.297156602e-05 +2.997003297e+01 +2.997003297e+01 +8.7456e-01 -1.7035e+00
991 0 +8.494720550e-06 +2.997000849e+01 +2.997000849e+01 +8.7479e-01 -1.7027e+00
1131 0 +2.047507273e-06 +2.997000205e+01 +2.997000205e+01 +8.7469e-01 -1.7031e+00
1189 0 +6.843632470e-07 +2.997000068e+01 +2.997000068e+01 +8.7455e-01 -1.7035e+00
1228 0 +2.147089120e-07 +2.997000021e+01 +2.997000021e+01 +8.7448e-01 -1.7037e+00
1288 0 +1.197303661e-07 +2.997000012e+01 +2.997000012e+01 +8.7442e-01 -1.7039e+00
1298 0 +7.274376301e-08 +2.997000007e+01 +2.997000007e+01 +8.7436e-01 -1.7041e+00
1340 0 +4.492835970e-08 +2.997000004e+01 +2.997000004e+01 +8.7436e-01 -1.7041e+00
1428 0 +2.472627969e-08 +2.997000002e+01 +2.997000002e+01 +8.7438e-01 -1.7041e+00
1466 0 +3.988841257e-09 +2.997000000e+01 +2.997000000e+01 +8.7440e-01 -1.7040e+00
