% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.769328943e+02 +2.245828943e+02 +2.245828943e+02 -4.9443e+00 +4.4054e+00
2 0 +4.278506676e+00 -4.807149332e+01 -4.807149332e+01 +3.1181e+00 +3.8009e-01
11 0 +3.861974513e+00 -4.848802549e+01 -4.848802549e+01 -7.2084e-01 -2.8280e+00
15 0 +3.063896984e+00 -4.928610302e+01 -4.928610302e+01 -4.9032e-02 -2.5210e+00
19 0 +2.112392954e+00 -5.023760705e+01 -5.023760705e+01 +1.1420e+00 -6.0045e-01
41 0 +7.947108022e-01 -5.155528920e+01 -5.155528920e+01 -7.2084e-01 -2.1613e+00
57 0 +1.418136027e-01 -5.220818640e+01 -5.220818640e+01 -7.5535e-01 -1.1330e+00
253 0 +7.259713578e-03 -5.234274029e+01 -5.234274029e+01 -8.2007e-01 -1.4249e+00
949 0 +6.115347802e-03 -5.234388465e+01 -5.234388465e+01 -8.9049e-01 -1.1999e+00
1199 0 +2.271959206e-03 -5.234772804e+01 -5.234772804e+01 -8.5805e-01 -1.2876e+00
1655 0 +1.036009678e-03 -5.234896399e+01 -5.234896399e+01 -8.6743e-01 -1.2577e+00
1747 0 +4.467544488e-04 -5.234955325e+01 -5.234955325e+01 -8.9172e-01 -1.1716e+00
2397 0 +2.291236374e-04 -5.234977088e+01 -5.234977088e+01 -8.5601e-01 -1.3039e+00
2445 0 +1.644737783e-04 -5.234983553e+01 -5.234983553e+01 -8.6848e-01 -1.2572e+00
2611 0 +1.515929226e-04 -5.234984841e+01 -5.234984841e+01 -8.8585e-01 -1.1938e+00
2895 0 +1.691192114e-05 -5.234998309e+01 -5.234998309e+01 -8.7149e-01 -1.2468e+00
4701 0 +7.054397955e-07 -5.234999929e+01 -5.234999929e+01 -8.7409e-01 -1.2371e+00
6155 0 +1.674672916e-07 -5.234999983e+01 -5.234999983e+01 -8.7274e-01 -1.2421e+00
7717 0 +6.973652233e-08 -5.234999993e+01 -5.234999993e+01 -8.7105e-01 -1.2483e+00
8425 0 +2.089763029e-09 -5.235000000e+01 -5.235000000e+01 -8.7196e-01 -1.2450e+00
18853 0 +0.000000000e+00 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.141993464e+02 +3.465934640e+01 +3.465934640e+01 -1.7757e+00 -4.8937e+00
2 0 +1.758770829e+01 -1.619522917e+02 -1.619522917e+02 -4.8504e+00 +5.4654e-01
3 0 +6.308818027e+00 -1.732311820e+02 -1.732311820e+02 -2.8314e+00 +4.1719e+00
4 0 +5.721616183e+00 -1.738183838e+02 -1.738183838e+02 +1.7366e+00 -1.9461e+00
6 0 +3.028958494e+00 -1.765110415e+02 -1.765110415e+02 +3.1831e+00 +7.5614e-01
29 0 +1.748808597e+00 -1.777911914e+02 -1.777911914e+02 -1.0596e+00 +6.0606e-01
89 0 +1.547501866e+00 -1.779924981e+02 -1.779924981e+02 +2.2638e+00 -1.2342e-02
159 0 +1.158562075e+00 -1.783814379e+02 -1.783814379e+02 +3.1558e-01 -4.2161e-01
171 0 +3.126111860e-01 -1.792273888e+02 -1.792273888e+02 +3.4310e-01 +3.1138e-01
263 0 +1.998913653e-01 -1.793401086e+02 -1.793401086e+02 +5.8559e-01 +5.4654e-01
281 0 +1.777628879e-01 -1.793622371e+02 -1.793622371e+02 +7.0026e-01 +2.5783e-02
285 0 +1.370906337e-01 -1.794029094e+02 -1.794029094e+02 +5.3557e-01 +3.0708e-01
289 0 +1.047549256e-01 -1.794352451e+02 -1.794352451e+02 +5.3544e-01 +1.8950e-01
483 0 +8.233341784e-02 -1.794576666e+02 -1.794576666e+02 +5.6371e-01 +1.8437e-01
497 0 +3.993057452e-02 -1.795000694e+02 -1.795000694e+02 +6.8226e-01 +3.8470e-01
553 0 +7.042498285e-03 -1.795329575e+02 -1.795329575e+02 +7.0515e-01 +3.4374e-01
