% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.593687361e+07 +4.593694988e+07 +4.593694988e+07 -2.6954e+00 +4.2736e+00
2 0 +2.282770601e+07 +2.282778228e+07 +2.282778228e+07 -1.1658e+00 +1.9717e+00
4 0 +1.011272172e+07 +1.011279799e+07 +1.011279799e+07 +2.0462e+00 -6.6059e-01
6 0 +6.375001293e+04 +6.382628293e+04 +6.382628293e+04 -3.3429e+00 -2.1258e+00
16 0 +4.488130111e+04 +4.495757111e+04 +4.495757111e+04 -4.2925e+00 -2.3089e+00
35 0 +2.072374441e+02 +2.835074441e+02 +2.835074441e+02 -3.9849e+00 -2.1723e+00
51 0 +8.026598959e+01 +1.565359896e+02 +1.565359896e+02 -6.7002e+00 -1.3207e+00
120 0 +3.143146828e+01 +1.077014683e+02 +1.077014683e+02 -5.9429e+00 -1.5701e+00
141 0 +2.967778088e+01 +1.059477809e+02 +1.059477809e+02 -6.2959e+00 -1.4568e+00
143 0 +2.901345491e+01 +1.052834549e+02 +1.052834549e+02 -5.9429e+00 -1.5657e+00
145 0 +2.668189342e+01 +1.029518934e+02 +1.029518934e+02 -5.8529e+00 -1.5948e+00
151 0 +2.620383290e+01 +1.024738329e+02 +1.024738329e+02 -5.9016e+00 -1.5814e+00
156 0 +2.262445979e+01 +9.889445979e+01 +9.889445979e+01 -5.5196e+00 -1.7010e+00
165 0 +2.145030945e+01 +9.772030945e+01 +9.772030945e+01 -5.3403e+00 -1.7574e+00
169 0 +2.106574006e+01 +9.733574006e+01 +9.733574006e+01 -5.1741e+00 -1.8095e+00
175 0 +1.947280073e+01 +9.574280073e+01 +9.574280073e+01 -5.0754e+00 -1.8428e+00
178 0 +1.888994858e+01 +9.515994858e+01 +9.515994858e+01 -5.0150e+00 -1.8602e+00
183 0 +1.489353594e+01 +9.116353594e+01 +9.116353594e+01 -4.5477e+00 -2.0080e+00
190 0 +1.455731681e+01 +9.082731681e+01 +9.082731681e+01 -4.5442e+00 -2.0095e+00
191 0 +8.853533392e+00 +8.512353339e+01 +8.512353339e+01 -3.7949e+00 -2.2475e+00
196 0 +6.849309616e+00 +8.311930962e+01 +8.311930962e+01 -3.1592e+00 -2.4466e+00
200 0 +5.795150551e+00 +8.206515055e+01 +8.206515055e+01 -3.2961e+00 -2.4044e+00
207 0 +2.394105749e+00 +7.866410575e+01 +7.866410575e+01 -2.2580e+00 -2.7334e+00
212 0 +1.681077934e+00 +7.795107793e+01 +7.795107793e+01 -1.9061e+00 -2.8435e+00
222 0 +1.253278542e+00 +7.752327854e+01 +7.752327854e+01 -7.3464e-01 -3.2160e+00
224 0 +9.596786598e-01 +7.722967866e+01 +7.722967866e+01 -1.5579e+00 -2.9553e+00
237 0 +4.136942742e-01 +7.668369427e+01 +7.668369427e+01 -1.5588e+00 -2.9544e+00
243 0 +2.756393999e-01 +7.654563940e+01 +7.654563940e+01 -4.7619e-01 -3.2964e+00
256 0 +2.370257583e-01 +7.650702576e+01 +7.650702576e+01 -7.0236e-01 -3.2246e+00
257 0 +1.747731419e-01 +7.644477314e+01 +7.644477314e+01 -1.3170e+00 -3.0306e+00
259 0 +4.973526276e-02 +7.631973526e+01 +7.631973526e+01 -8.6074e-01 -3.1748e+00
272 0 +1.785200363e-02 +7.628785200e+01 +7.628785200e+01 -8.8713e-01 -3.1667e+00
296 0 +2.224603480e-03 +7.627222460e+01 +7.627222460e+01 -9.3556e-01 -3.1513e+00
