% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.852419410e+02 -1.768480590e+02 -1.768480590e+02 +1.2999e+00 -5.0292e-01 +1.1534e+00 -1.4470e+00 -1.9031e+00
3 0 +9.144076194e+01 -3.706492381e+02 -3.706492381e+02 -3.4382e+00 +3.6014e-01 -1.1654e+00 +1.2678e+00 +1.3809e+00
7 0 +8.104843529e+01 -3.810415647e+02 -3.810415647e+02 -1.7643e+00 -6.0063e-01 +2.1802e+00 -1.5123e+00 +1.6040e+00
8 0 +4.613289046e+01 -4.159571095e+02 -4.159571095e+02 +8.6837e-01 +1.5214e+00 +2.7900e+00 -7.0678e-01 +1.6322e+00
135 0 +4.523194175e+01 -4.168580583e+02 -4.168580583e+02 -9.7577e-01 +1.4693e+00 +1.6348e+00 +6.8344e-01 +1.8670e+00
279 0 +3.596174546e+01 -4.261282545e+02 -4.261282545e+02 -2.2280e+00 +3.0143e+00 +1.7408e+00 -2.0354e-01 +2.1788e+00
971 0 +3.517937307e+01 -4.269106269e+02 -4.269106269e+02 +8.8790e-01 +1.4955e+00 +1.4393e+00 -1.8525e-01 +2.3403e+00
3355 0 +2.092284929e+01 -4.411671507e+02 -4.411671507e+02 -3.5676e+00 +3.1841e+00 +2.2246e+00 +3.0839e-01 +2.2709e+00
9129 0 +2.056785396e+01 -4.415221460e+02 -4.415221460e+02 -3.3075e-01 +3.7191e+00 +1.6483e+00 +1.2504e+00 +2.2652e+00
16964 0 +1.674270098e+01 -4.453472990e+02 -4.453472990e+02 -2.3457e+00 +2.2544e+00 +2.1062e+00 +1.1511e+00 +2.9785e+00
47788 0 +1.405283979e+01 -4.480371602e+02 -4.480371602e+02 -2.2333e+00 +3.1264e+00 +1.7440e+00 +3.3725e-01 +1.6137e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.181952008e+02 +2.958552008e+02 +2.958552008e+02 -1.4945e+00 -1.3574e+00 +2.3953e+00 +2.8589e-01 -5.9485e-01
2 0 +1.933178005e+02 +2.709778005e+02 +2.709778005e+02 +7.1265e-01 -1.1483e+00 -1.1116e+00 -3.5994e-01 -4.4223e-01
3 0 +1.683591914e+02 +2.460191914e+02 +2.460191914e+02 -1.6629e+00 +2.1348e+00 -9.3940e-01 +3.3384e-01 -7.5179e-01
4 0 +1.393832469e+02 +2.170432469e+02 +2.170432469e+02 +1.3753e+00 +1.4386e+00 +2.2275e-01 -8.3281e-02 -2.8958e+00
5 0 +1.015151628e+02 +1.791751628e+02 +1.791751628e+02 +1.0052e-01 -1.0038e+00 -9.0303e-01 +1.0171e+00 -3.2444e+00
9 0 +1.862637789e+01 +9.628637789e+01 +9.628637789e+01 +1.4654e+00 +9.5090e-02 -7.0736e-01 +2.9735e+00 -2.0905e+00
318 0 +1.760834362e+01 +9.526834362e+01 +9.526834362e+01 +3.4874e+00 +5.8085e-01 -7.2524e-01 +2.9173e+00 -2.4083e+00
329 0 +1.652795349e+01 +9.418795349e+01 +9.418795349e+01 +3.4394e+00 +6.9189e-01 -6.1931e-01 +2.9089e+00 -2.4913e+00
355 0 +1.322094991e+01 +9.088094991e+01 +9.088094991e+01 +3.4075e+00 +6.6502e-01 -7.3368e-01 +2.8479e+00 -2.4224e+00
381 0 +9.689736514e+00 +8.734973651e+01 +8.734973651e+01 +3.4236e+00 +6.4447e-01 -7.0909e-01 +2.8745e+00 -2.4528e+00
402 0 +9.270132331e+00 +8.693013233e+01 +8.693013233e+01 +3.4219e+00 +7.1532e-01 -7.3790e-01 +2.8749e+00 -2.4612e+00
406 0 +8.218106454e+00 +8.587810645e+01 +8.587810645e+01 +3.3863e+00 +7.1714e-01 -6.9748e-01 +2.9208e+00 -2.4542e+00
419 0 +7.710062919e+00 +8.537006292e+01 +8.537006292e+01 +3.4019e+00 +7.4594e-01 -7.3475e-01 +2.9298e+00 -2.4592e+00
476 0 +7.388960188e+00 +8.504896019e+01 +8.504896019e+01 +3.4004e+00 +7.4829e-01 -7.2232e-01 +2.9081e+00 -2.4616e+00
478 0 +7.188435780e+00 +8.484843578e+01 +8.484843578e+01 +3.3938e+00 +7.0133e-01 -7.2788e-01 +2.9020e+00 -2.4647e+00
