% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.734048328e+07 +6.733986217e+07 +6.733986217e+07 -1.9446e+00 -4.2081e+00 +3.4538e+00
2 0 +3.356027665e+07 +3.355965554e+07 +3.355965554e+07 +3.1622e+00 -3.7784e+00 +2.9442e+00
4 0 +2.560694561e+07 +2.560632450e+07 +2.560632450e+07 +1.4820e+00 +4.3703e+00 +4.6490e+00
6 0 +1.393744663e+07 +1.393682552e+07 +1.393682552e+07 +2.7211e+00 -1.7055e+00 +1.6919e+00
13 0 +6.996951826e+06 +6.996330716e+06 +6.996330716e+06 +7.7431e-02 -5.1196e-02 +1.5018e-01
14 0 +5.569440070e+06 +5.568818960e+06 +5.568818960e+06 +3.7523e-01 +1.1869e-01 +1.9108e-01
32 0 +4.067252915e+06 +4.066631805e+06 +4.066631805e+06 +6.8287e-01 +2.4432e-01 -8.1534e-02
57 0 +3.874345372e+06 +3.873724262e+06 +3.873724262e+06 +7.0374e-01 +3.1468e-01 -4.4149e-03
71 0 +2.458557558e+06 +2.457936448e+06 +2.457936448e+06 +7.1844e-01 +8.8242e-01 +1.0921e-01
72 0 +1.779589103e+06 +1.778967993e+06 +1.778967993e+06 +1.4257e+00 +7.0315e-01 +2.3612e-02
89 0 +1.147091498e+06 +1.146470388e+06 +1.146470388e+06 +2.0653e+00 +1.0692e+00 +1.4781e-01
90 0 +1.092091777e+06 +1.091470667e+06 +1.091470667e+06 +9.7531e-01 +1.1995e+00 -4.9820e-01
108 0 +2.789024563e+05 +2.782813463e+05 +2.782813463e+05 +1.6391e+00 +1.7480e+00 -1.5073e-01
130 0 +3.555251468e+04 +3.493140468e+04 +3.493140468e+04 +1.9581e+00 +1.6534e+00 -7.2263e-01
285 0 +3.097970589e+04 +3.035859589e+04 +3.035859589e+04 +2.4042e+00 +1.5461e+00 -7.5822e-01
320 0 +1.931729455e+04 +1.869618455e+04 +1.869618455e+04 +2.0843e+00 +1.4715e+00 -6.3915e-01
359 0 +1.578190363e+03 +9.570803628e+02 +9.570803628e+02 +2.1384e+00 +1.5711e+00 -6.0085e-01
453 0 +1.331236953e+03 +7.101269535e+02 +7.101269535e+02 +2.1682e+00 +1.5272e+00 -6.2331e-01
471 0 +1.035529648e+03 +4.144196478e+02 +4.144196478e+02 +2.2086e+00 +1.5014e+00 -6.3428e-01
508 0 +3.563733008e+02 -2.647366992e+02 -2.647366992e+02 +2.3644e+00 +1.4462e+00 -6.6181e-01
944 0 +3.205950080e+02 -3.005149920e+02 -3.005149920e+02 +1.6964e+00 +1.9425e+00 -5.5293e-01
1308 0 +4.562366807e+01 -5.754863319e+02 -5.754863319e+02 +2.3872e-01 +3.0456e+00 -2.4259e-01
10597 0 +4.011361788e+01 -5.809963821e+02 -5.809963821e+02 +5.2739e-01 +2.8316e+00 -3.2172e-01
23465 0 +3.377777474e+01 -5.873322253e+02 -5.873322253e+02 +1.4683e+00 +2.1017e+00 -5.1803e-01
24491 0 +8.031202509e+00 -6.130787975e+02 -6.130787975e+02 +3.4973e-01 +2.9681e+00 -2.7179e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.548200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.288432474e+08 +2.288429926e+08 +2.288429926e+08 +2.9961e+00 -5.5369e-01 +3.3364e+00
2 0 +3.962854048e+05 +3.960305848e+05 +3.960305848e+05 +1.4431e+00 -3.1976e+00 -1.6491e+00
151 0 +1.408768258e+05 +1.406220058e+05 +1.406220058e+05 +3.1259e+00 +2.6549e+00 +2.6358e-02
166 0 +1.017549462e+05 +1.015001262e+05 +1.015001262e+05 +3.0016e+00 +1.0982e+00 -6.8689e-01
190 0 +3.456086435e+04 +3.430604435e+04 +3.430604435e+04 +3.2336e+00 +3.0530e+00 -1.5688e-01
203 0 +3.951589511e+03 +3.696769511e+03 +3.696769511e+03 +3.2886e+00 +2.8278e+00 -3.4129e-01
300 0 +7.927941285e+01 -1.755405871e+02 -1.755405871e+02 +3.3011e+00 +2.7256e+00 -3.0774e-01
1155 0 +4.749362236e+01 -2.073263776e+02 -2.073263776e+02 +1.4346e+00 -2.4032e+00 -1.8410e+00
2867 0 +1.448479411e+01 -2.403352059e+02 -2.403352059e+02 +4.0345e+00 +4.4655e+00 +8.9589e-02
23518 0 +9.583998987e+00 -2.452360010e+02 -2.452360010e+02 +2.8305e+00 +1.5421e+00 -6.1086e-01
52781 0 +7.177635363e+00 -2.476423646e+02 -2.476423646e+02 +3.1765e+00 +2.4319e+00 -3.8298e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.661000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.637777867e+05 +1.638343967e+05 +1.638343967e+05 -2.1634e+00 -3.2243e+00 -4.3384e+00
205 0 +1.315365073e+05 +1.315931173e+05 +1.315931173e+05 -2.2646e+00 -3.2385e+00 -4.3009e+00
263 0 +3.462591859e+04 +3.468252859e+04 +3.468252859e+04 -3.1193e+00 -2.4978e+00 -4.2780e+00
359 0 +1.114948381e+04 +1.120609381e+04 +1.120609381e+04 -3.7869e+00 -2.2206e+00 -3.7621e+00
397 0 +7.545229545e+03 +7.601839545e+03 +7.601839545e+03 -3.5146e+00 -2.3477e+00 -3.9735e+00
413 0 +4.943244896e+02 +5.509344896e+02 +5.509344896e+02 -3.9628e+00 -2.1910e+00 -3.8123e+00
507 0 +4.503186785e+02 +5.069286785e+02 +5.069286785e+02 -3.6639e+00 -2.3844e+00 -3.9737e+00
528 0 +1.539771220e+02 +2.105871220e+02 +2.105871220e+02 -3.3010e+00 -2.5573e+00 -4.1287e+00
530 0 +4.708433350e+01 +1.036943335e+02 +1.036943335e+02 -3.8294e+00 -2.2954e+00 -3.8848e+00
644 0 +3.073437161e+01 +8.734437161e+01 +8.734437161e+01 -3.7313e+00 -2.3404e+00 -3.9270e+00
741 0 +2.439964763e+01 +8.100964763e+01 +8.100964763e+01 -3.6510e+00 -2.3795e+00 -3.9623e+00
755 0 +1.669832562e+01 +7.330832562e+01 +7.330832562e+01 -3.7387e+00 -2.3376e+00 -3.9220e+00
759 0 +1.548514189e+01 +7.209514189e+01 +7.209514189e+01 -3.6702e+00 -2.3716e+00 -3.9521e+00
774 0 +3.335724171e+00 +5.994572417e+01 +5.994572417e+01 -3.7725e+00 -2.3185e+00 -3.9042e+00
795 0 +9.297672403e-01 +5.753976724e+01 +5.753976724e+01 -3.7381e+00 -2.3364e+00 -3.9171e+00
831 0 +4.618391711e-01 +5.707183917e+01 +5.707183917e+01 -3.7218e+00 -2.3429e+00 -3.9254e+00
849 0 +1.547900119e-01 +5.676479001e+01 +5.676479001e+01 -3.6547e+00 -2.3764e+00 -3.9549e+00
887 0 +1.424389511e-01 +5.675243895e+01 +5.675243895e+01 -3.7066e+00 -2.3508e+00 -3.9315e+00
927 0 +1.339620734e-01 +5.674396207e+01 +5.674396207e+01 -3.6956e+00 -2.3558e+00 -3.9368e+00
969 0 +1.142326969e-01 +5.672423270e+01 +5.672423270e+01 -3.7011e+00 -2.3532e+00 -3.9342e+00
987 0 +3.144722901e-02 +5.664144723e+01 +5.664144723e+01 -3.6972e+00 -2.3555e+00 -3.9360e+00
1025 0 +2.486883394e-02 +5.663486883e+01 +5.663486883e+01 -3.7103e+00 -2.3490e+00 -3.9301e+00
1078 0 +2.335072600e-02 +5.663335073e+01 +5.663335073e+01 -3.7113e+00 -2.3486e+00 -3.9298e+00
1192 0 +2.285518016e-02 +5.663285518e+01 +5.663285518e+01 -3.7143e+00 -2.3471e+00 -3.9284e+00
1194 0 +2.238182899e-02 +5.663238183e+01 +5.663238183e+01 -3.7208e+00 -2.3441e+00 -3.9256e+00
1213 0 +2.090605975e-02 +5.663090606e+01 +5.663090606e+01 -3.7220e+00 -2.3435e+00 -3.9250e+00
1233 0 +1.973898237e-02 +5.662973898e+01 +5.662973898e+01 -3.7260e+00 -2.3415e+00 -3.9232e+00
1248 0 +1.917735794e-02 +5.662917736e+01 +5.662917736e+01 -3.7250e+00 -2.3420e+00 -3.9236e+00
1272 0 +1.836542314e-02 +5.662836542e+01 +5.662836542e+01 -3.7301e+00 -2.3396e+00 -3.9214e+00
1273 0 +1.796408352e-02 +5.662796408e+01 +5.662796408e+01 -3.7288e+00 -2.3402e+00 -3.9220e+00
1289 0 +1.642589677e-02 +5.662642590e+01 +5.662642590e+01 -3.7485e+00 -2.3307e+00 -3.9132e+00
1306 0 +1.424531010e-02 +5.662424531e+01 +5.662424531e+01 -3.7592e+00 -2.3256e+00 -3.9084e+00
1311 0 +1.259894178e-02 +5.662259894e+01 +5.662259894e+01 -3.7488e+00 -2.3307e+00 -3.9131e+00
1346 0 +1.048893204e-02 +5.662048893e+01 +5.662048893e+01 -3.7605e+00 -2.3250e+00 -3.9079e+00
1364 0 +9.613125365e-03 +5.661961313e+01 +5.661961313e+01 -3.7682e+00 -2.3214e+00 -3.9045e+00
1425 0 +9.086710707e-03 +5.661908671e+01 +5.661908671e+01 -3.7728e+00 -2.3192e+00 -3.9024e+00
1440 0 +8.347055399e-03 +5.661834706e+01 +5.661834706e+01 -3.7782e+00 -2.3167e+00 -3.9000e+00
1441 0 +8.115428758e-03 +5.661811543e+01 +5.661811543e+01 -3.7932e+00 -2.3094e+00 -3.8934e+00
1458 0 +4.362286318e-03 +5.661436229e+01 +5.661436229e+01 -3.7982e+00 -2.3071e+00 -3.8911e+00
1477 0 +4.100355317e-03 +5.661410036e+01 +5.661410036e+01 -3.7940e+00 -2.3091e+00 -3.8930e+00
1517 0 +2.831313237e-03 +5.661283131e+01 +5.661283131e+01 -3.8132e+00 -2.2999e+00 -3.8845e+00
1556 0 +1.303403553e-03 +5.661130340e+01 +5.661130340e+01 -3.8222e+00 -2.2956e+00 -3.8805e+00
1590 0 +1.195848769e-03 +5.661119585e+01 +5.661119585e+01 -3.8242e+00 -2.2946e+00 -3.8796e+00
1630 0 +8.450753788e-04 +5.661084508e+01 +5.661084508e+01 -3.8285e+00 -2.2925e+00 -3.8776e+00
1669 0 +8.049886337e-04 +5.661080499e+01 +5.661080499e+01 -3.8264e+00 -2.2935e+00 -3.8786e+00
1763 0 +7.697342880e-04 +5.661076973e+01 +5.661076973e+01 -3.8274e+00 -2.2930e+00 -3.8781e+00
1823 0 +7.536491843e-04 +5.661075365e+01 +5.661075365e+01 -3.8276e+00 -2.2929e+00 -3.8780e+00
1838 0 +7.037093462e-04 +5.661070371e+01 +5.661070371e+01 -3.8288e+00 -2.2923e+00 -3.8775e+00
1862 0 +6.525948654e-04 +5.661065259e+01 +5.661065259e+01 -3.8289e+00 -2.2923e+00 -3.8775e+00
1878 0 +6.020096428e-04 +5.661060201e+01 +5.661060201e+01 -3.8297e+00 -2.2919e+00 -3.8771e+00
1899 0 +5.297995346e-04 +5.661052980e+01 +5.661052980e+01 -3.8310e+00 -2.2912e+00 -3.8765e+00
1976 0 +5.064761573e-04 +5.661050648e+01 +5.661050648e+01 -3.8327e+00 -2.2904e+00 -3.8758e+00
1990 0 +4.614322881e-04 +5.661046143e+01 +5.661046143e+01 -3.8327e+00 -2.2904e+00 -3.8758e+00
2009 0 +4.416372337e-04 +5.661044164e+01 +5.661044164e+01 -3.8330e+00 -2.2903e+00 -3.8756e+00
2027 0 +4.114142876e-04 +5.661041141e+01 +5.661041141e+01 -3.8337e+00 -2.2899e+00 -3.8753e+00
2104 0 +3.960549963e-04 +5.661039605e+01 +5.661039605e+01 -3.8345e+00 -2.2895e+00 -3.8749e+00
2108 0 +3.872802001e-04 +5.661038728e+01 +5.661038728e+01 -3.8346e+00 -2.2894e+00 -3.8749e+00
2127 0 +3.714783794e-04 +5.661037148e+01 +5.661037148e+01 -3.8344e+00 -2.2896e+00 -3.8750e+00
2144 0 +3.251631708e-04 +5.661032516e+01 +5.661032516e+01 -3.8355e+00 -2.2890e+00 -3.8745e+00
2182 0 +2.693118030e-04 +5.661026931e+01 +5.661026931e+01 -3.8370e+00 -2.2882e+00 -3.8738e+00
2236 0 +2.381123676e-04 +5.661023811e+01 +5.661023811e+01 -3.8388e+00 -2.2874e+00 -3.8730e+00
2260 0 +1.947829485e-04 +5.661019478e+01 +5.661019478e+01 -3.8394e+00 -2.2870e+00 -3.8727e+00
2275 0 +1.842975380e-04 +5.661018430e+01 +5.661018430e+01 -3.8400e+00 -2.2867e+00 -3.8724e+00
2299 0 +1.396230832e-04 +5.661013962e+01 +5.661013962e+01 -3.8412e+00 -2.2861e+00 -3.8719e+00
2352 0 +1.265178534e-04 +5.661012652e+01 +5.661012652e+01 -3.8423e+00 -2.2856e+00 -3.8714e+00
2371 0 +1.034582086e-04 +5.661010346e+01 +5.661010346e+01 -3.8428e+00 -2.2853e+00 -3.8711e+00
2484 0 +9.378026178e-05 +5.661009378e+01 +5.661009378e+01 -3.8436e+00 -2.2849e+00 -3.8708e+00
2597 0 +9.235120537e-05 +5.661009235e+01 +5.661009235e+01 -3.8432e+00 -2.2851e+00 -3.8710e+00
2601 0 +9.037215663e-05 +5.661009037e+01 +5.661009037e+01 -3.8435e+00 -2.2849e+00 -3.8708e+00
2622 0 +8.345118825e-05 +5.661008345e+01 +5.661008345e+01 -3.8434e+00 -2.2850e+00 -3.8709e+00
2636 0 +8.302341188e-05 +5.661008302e+01 +5.661008302e+01 -3.8436e+00 -2.2849e+00 -3.8708e+00
2658 0 +8.021992160e-05 +5.661008022e+01 +5.661008022e+01 -3.8440e+00 -2.2847e+00 -3.8706e+00
2676 0 +7.008379902e-05 +5.661007008e+01 +5.661007008e+01 -3.8441e+00 -2.2846e+00 -3.8705e+00
2712 0 +5.947262119e-05 +5.661005947e+01 +5.661005947e+01 -3.8448e+00 -2.2843e+00 -3.8702e+00
2733 0 +5.869057183e-05 +5.661005869e+01 +5.661005869e+01 -3.8450e+00 -2.2842e+00 -3.8701e+00
