% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.817924077e+02 +4.294424077e+02 +4.294424077e+02 -9.5503e-01 -3.8166e+00 -5.2343e+00
2 0 +4.278731516e+01 -9.562684839e+00 -9.562684839e+00 +2.1977e-01 +3.3090e+00 -2.8239e+00
4 0 +6.664068621e+00 -4.568593138e+01 -4.568593138e+01 -5.3274e+00 -1.4325e+00 -6.6865e-02
8 0 +4.105059876e+00 -4.824494012e+01 -4.824494012e+01 -3.8958e+00 -1.6298e+00 +1.1434e+00
16 0 +3.792112571e+00 -4.855788743e+01 -4.855788743e+01 -3.5095e+00 -1.6388e-01 +7.7480e-02
19 0 +1.363226707e+00 -5.098677329e+01 -5.098677329e+01 -2.1904e+00 -1.4415e+00 +1.8970e+00
36 0 +6.610570570e-01 -5.168894294e+01 -5.168894294e+01 -9.2733e-01 -7.3290e-01 +1.7945e+00
40 0 +1.766266154e-01 -5.217337338e+01 -5.217337338e+01 -1.0204e+00 -1.3958e+00 +2.2537e+00
2956 0 +1.234583028e-01 -5.222654170e+01 -5.222654170e+01 -5.7341e-01 -1.2480e+00 +2.2376e+00
3706 0 +7.862174994e-02 -5.227137825e+01 -5.227137825e+01 -1.0401e+00 -1.4230e+00 +2.5357e+00
9664 0 +6.262503181e-02 -5.228737497e+01 -5.228737497e+01 -8.6050e-01 -9.9609e-01 +2.6517e+00
30972 0 +5.202776488e-02 -5.229797224e+01 -5.229797224e+01 -1.0395e+00 -1.1698e+00 +2.8522e+00
65717 0 +3.851244556e-02 -5.231148755e+01 -5.231148755e+01 -7.1884e-01 -1.1638e+00 +2.3305e+00
67363 0 +1.128873036e-02 -5.233871127e+01 -5.233871127e+01 -9.1344e-01 -1.3482e+00 +2.4957e+00
93046 0 +4.938056238e-03 -5.234506194e+01 -5.234506194e+01 -9.0089e-01 -1.2606e+00 +2.5652e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.489791609e+01 -1.546420839e+02 -1.546420839e+02 +2.4872e+00 +1.0035e-01 +1.5039e+00
